[2026-05-23T16:23:26.536Z] GET http://localhost:3099/_next/static/css/app/layout.css?v=1779553406455 → 200 (12ms, 42424B)
[2026-05-23T16:23:26.537Z] GET http://localhost:3099/_next/static/chunks/webpack.js?v=1779553406455 → 200 (22ms, 55826B)
[2026-05-23T16:23:26.537Z] GET http://localhost:3099/_next/static/chunks/main-app.js?v=1779553406455 → 200 (225ms, 6034948B)
[2026-05-23T16:23:26.537Z] GET http://localhost:3099/_next/static/chunks/app-pages-internals.js → 200 (22ms, 133143B)
[2026-05-23T16:23:26.537Z] GET http://localhost:3099/_next/static/chunks/app/layout.js → 200 (23ms, 272463B)
[2026-05-23T16:23:28.822Z] GET http://localhost:3099/writing → 200 (315ms, 13321B)
[2026-05-23T16:23:29.087Z] GET http://localhost:3099/?_rsc=1p60s → pending (?ms, ?B)
[2026-05-23T16:23:29.091Z] GET http://localhost:3099/_next/static/webpack/2cb98543bf990c9f.webpack.hot-update.json → 200 (44ms, ?B)
[2026-05-23T16:23:29.136Z] GET http://localhost:3099/_next/static/webpack/app/layout.2cb98543bf990c9f.hot-update.js → pending (?ms, ?B)
[2026-05-23T16:23:29.136Z] GET http://localhost:3099/_next/static/webpack/webpack.2cb98543bf990c9f.hot-update.js → pending (?ms, ?B)
[2026-05-23T16:23:29.166Z] GET http://localhost:3099/_next/static/media/0e96d314a90a6138-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:29.166Z] GET http://localhost:3099/_next/static/media/23081e227a96aa1a-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:29.167Z] GET http://localhost:3099/_next/static/media/b7ea2ab4a8ad1f81-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:29.167Z] GET http://localhost:3099/_next/static/media/d7df244fe7b07b95-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:29.167Z] GET http://localhost:3099/_next/static/css/app/layout.css?v=1779553409096 → 200 (7ms, 42429B)
[2026-05-23T16:23:29.172Z] GET http://localhost:3099/_next/static/chunks/webpack.js?v=1779553409096 → 200 (3ms, 55826B)
[2026-05-23T16:23:29.172Z] GET http://localhost:3099/_next/static/chunks/main-app.js?v=1779553409096 → 200 (119ms, ?B)
[2026-05-23T16:23:29.172Z] GET http://localhost:3099/_next/static/chunks/app-pages-internals.js → 200 (4ms, 133143B)
[2026-05-23T16:23:29.172Z] GET http://localhost:3099/_next/static/chunks/app/writing/page.js → 200 (4ms, 242429B)
[2026-05-23T16:23:30.402Z] GET http://localhost:3099/stack → pending (?ms, ?B)
[2026-05-23T16:23:30.510Z] GET http://localhost:3099/_next/static/webpack/3e01c47bf5fcc163.webpack.hot-update.json → 200 (2ms, ?B)
[2026-05-23T16:23:30.513Z] GET http://localhost:3099/_next/static/webpack/webpack.3e01c47bf5fcc163.hot-update.js → 200 (7ms, ?B)
[2026-05-23T16:23:30.542Z] GET http://localhost:3099/_next/static/media/0e96d314a90a6138-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:30.542Z] GET http://localhost:3099/_next/static/media/23081e227a96aa1a-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/media/b7ea2ab4a8ad1f81-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/media/d7df244fe7b07b95-s.p.woff2 → 200 (?ms, ?B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/css/app/layout.css?v=1779553410517 → 200 (2ms, 42429B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/chunks/webpack.js?v=1779553410517 → 200 (11ms, 55826B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/chunks/main-app.js?v=1779553410517 → 200 (126ms, 6034948B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/chunks/app-pages-internals.js → 200 (11ms, 133143B)
[2026-05-23T16:23:30.543Z] GET http://localhost:3099/_next/static/chunks/app/layout.js → 200 (12ms, 272463B)
